,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
29726,1997,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y4vu233666,tx,,1.0,red,gray,automotive remarketing inc,1650.0,350.0,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
29728,1997,BMW,3 Series,328i,Sedan,automatic,wbacd4328vav47568,ga,,251755.0,burgundy,tan,cars & trucks,700.0,1100.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
29729,1997,Ford,Explorer,XLT,SUV,automatic,1fmdu34x3vuc98800,mi,,103923.0,blue,gray,avenue motors,875.0,700.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
29731,1997,Ford,F-150,Lariat,Extended Cab,automatic,1ftdx1866vka75874,mn,,190979.0,white,gray,longs auto place inc,1525.0,1900.0,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
29733,1997,Buick,LeSabre,Custom,Sedan,automatic,1g4hp52kxvh591193,il,,164874.0,burgundy,—,sherman dodge,825.0,400.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
29735,1997,Buick,LeSabre,Custom,Sedan,automatic,1g4hp52k9vh565796,sc,3.0,148278.0,gray,gray,check into cash inc.,825.0,300.0,Thu Dec 18 2014 10:15:00 GMT-0800 (PST)
29736,1997,Ford,F-150,Lariat,Extended Cab,automatic,1ftdx08w4vkd22013,mn,,167093.0,green,gray,jakes auto mall llc,1600.0,1150.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
29739,1997,Cadillac,Seville,SLS,Sedan,automatic,1g6ks52y0vu832895,nv,,97882.0,gold,—,las vegas motorcars llc,825.0,1200.0,Thu Dec 18 2014 11:45:00 GMT-0800 (PST)
29741,1997,Buick,Century,Custom,Sedan,automatic,2g4ws52m9v1444373,tx,3.0,92590.0,burgundy,gray,purple heart,900.0,350.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
29744,1997,BMW,M3,Base,Sedan,automatic,wbscd0322vee11100,va,2.0,181674.0,red,black,prince frederick chrysler jeep dodge inc,2775.0,2900.0,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
29745,1997,Chevrolet,Malibu,LS,Sedan,automatic,1g1ne52m8v6101255,il,,110300.0,beige,—,sherman dodge,625.0,600.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
29746,1997,Buick,Century,Custom,Sedan,automatic,2g4ws52m5v1444922,md,2.0,81974.0,silver,—,cashmoneycars,950.0,1200.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
29747,1997,BMW,7 Series,740i,Sedan,,wbagf8323vdl46467,il,,166734.0,green,—,phillips chevrolet inc,1725.0,450.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
29748,1997,ford,explorer,awd ed bauer,,,1fmdu35p7vzb89838,tx,34.0,203998.0,white,—,automotive remarketing inc,400.0,450.0,Tue Jan 13 2015 10:30:00 GMT-0800 (PST)
29749,1997,Chevrolet,Lumina,Base,Sedan,automatic,2g1wl52m4v1123156,ny,,71277.0,blue,gray,j zap llc,750.0,350.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
29751,1997,Ford,E-150,Econoline,Van,automatic,1ftee1427vhb13283,fl,,238131.0,white,gray,clark's sunshine automotive llc,700.0,800.0,Wed Dec 17 2014 15:15:00 GMT-0800 (PST)
29752,1997,Dodge,Intrepid,Base,Sedan,automatic,2b3hd46t7vh731898,il,,206094.0,green,—,mcgrath honda of st charles,450.0,450.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
29753,1997,Chevrolet,Blazer,LS,SUV,automatic,1gncs13w9v2250322,la,,265347.0,gold,gray,don's wholesale llc,525.0,275.0,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
29755,1997,Ford,Expedition,XLT,SUV,automatic,1fmeu18wxvlc15220,tx,,176722.0,burgundy,tan,autonation ford south fort worth,975.0,1250.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29756,1997,ford,expedition,4x2 ed bauer,,automatic,1fmeu17l2vlb20044,tx,,284350.0,red,tan,sunland park chrysler dodge jeep ram,975.0,700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
29757,1997,BMW,M3,Base,Sedan,automatic,wbscd0327vee12551,fl,,127198.0,black,gray,elbmotors,4025.0,4000.0,Wed Dec 17 2014 09:25:00 GMT-0800 (PST)
29758,1997,Chevrolet,C/K 1500 Series,Silverado,Extended Cab,,2gcec19m1v1258886,va,,237626.0,burgundy,—,rosner ford,1275.0,1900.0,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
29759,1997,chevrolet,camaro,base,,automatic,2g1fp22k6v2142951,nv,2.0,1.0,black,—,titlemax/las vegas nv24,1575.0,550.0,Wed Dec 31 2014 11:00:00 GMT-0800 (PST)
29761,1997,Acura,CL,2.2,Coupe,automatic,19uya1247vl006813,va,2.0,123999.0,green,gray,purple heart,1175.0,325.0,Thu Dec 18 2014 11:50:00 GMT-0800 (PST)
29762,1997,Chevrolet,Tahoe,LT,SUV,automatic,1gnek13r2vj319599,tx,,130172.0,purple,tan,durant toyota,1700.0,900.0,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
29763,1997,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y3vu229916,fl,,42559.0,burgundy,tan,val ward cadillac inc,1350.0,1600.0,Wed Dec 17 2014 16:40:00 GMT-0800 (PST)
29765,1997,Cadillac,Catera,Base,Sedan,automatic,w06vr54r3vr162162,fl,2.0,93631.0,gold,beige,courtesy kia of brandon,650.0,300.0,Thu Jan 15 2015 08:20:00 GMT-0800 (PST)
29766,1997,Ford,F-150,Lariat,Extended Cab,automatic,1ftdx1764vna52206,ny,,176555.0,white,gray,metro ford sales inc,2200.0,350.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
29767,1997,Buick,LeSabre,Limited,Sedan,automatic,1g4hr52kxvh499141,in,2.0,218088.0,beige,beige,select remarketing group llc/loan max title,400.0,600.0,Wed Feb 11 2015 05:15:00 GMT-0800 (PST)
29768,1997,Chevrolet,Monte Carlo,LS,Coupe,automatic,2g1ww12m9v9286385,mi,,127627.0,burgundy,black,warren toyota,800.0,850.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
29769,1997,BMW,5 Series,528i,Sedan,automatic,wbadd632xvbw26444,ma,,146255.0,black,black,loftus auto city inc,1325.0,600.0,Thu Dec 18 2014 18:30:00 GMT-0800 (PST)
29770,1997,Cadillac,Seville,SLS,Sedan,automatic,1g6ks52y7vu807993,ne,,174086.0,white,tan,woodhouse ford inc,275.0,700.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29771,1997,Chevrolet,Cavalier,Base,Coupe,,1g1jc1248v7150365,il,,1.0,,,grossinger city toyota,800.0,1400.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
29772,1997,chevrolet,malibu,,,automatic,1g1nd52m0v6131496,ny,,103531.0,white,gray,fuccillo kia,850.0,350.0,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
29773,1997,chevrolet,1500,4x2 ext,,automatic,2gcec19r9v1205817,fl,,199123.0,—,tan,germain toyota of naples/germain scion of naples,1725.0,800.0,Wed Dec 17 2014 16:45:00 GMT-0800 (PST)
29778,1997,,,,,automatic,1gndm19w7vb203697,il,,136024.0,burgundy,—,grossinger toyota north,1050.0,1200.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
29779,1997,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y9vu276416,fl,,112067.0,white,tan,devoe buick gmc,825.0,700.0,Wed Dec 17 2014 15:25:00 GMT-0800 (PST)
29780,1997,Chevrolet,Lumina,Base,Sedan,automatic,2g1wl52m3v1137212,tx,,171189.0,blue,blue,hiley mazda of hurst,500.0,500.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29781,1997,BMW,3 Series,318i,Sedan,automatic,wbacc0322vek21110,tx,19.0,224282.0,blue,beige,the hertz corporation,650.0,850.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29785,1997,,,,,automatic,1fmeu17lxvlc21381,fl,,154293.0,burgundy,beige,off lease only inc,1050.0,350.0,Thu Dec 18 2014 10:35:00 GMT-0800 (PST)
29786,1997,Pontiac,Grand Prix,GT,Coupe,automatic,1g2wp12k8vf246863,fl,33.0,53203.0,green,black,coggin honda of st. augustine,1025.0,1500.0,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
29787,1997,Lexus,ES 300,Base,Sedan,automatic,jt8bf22g8v0027434,fl,,166282.0,white,beige,off lease only inc,1725.0,1100.0,Thu Dec 18 2014 10:35:00 GMT-0800 (PST)
29788,1997,Honda,Civic,LX,Sedan,automatic,2hgej6678vh500762,ny,,222443.0,black,gray,romeo kia of kingston,750.0,450.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
29789,1997,Lexus,ES 300,Base,Sedan,automatic,jt8bf22g0v0064865,mn,,189168.0,gold,tan,burnsville toyota,1550.0,900.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
29790,1997,Honda,Accord,LX,Sedan,manual,1hgcd553xva250995,fl,1.0,353083.0,black,gray,coggin honda of st. augustine,25.0,500.0,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
29791,1997,Honda,Accord,LX,Sedan,,1hgcd5630va141430,fl,2.0,194069.0,beige,gray,enterprise vehicle exchange / rental / tulsa,850.0,600.0,Fri Dec 19 2014 09:10:00 GMT-0800 (PST)
29792,1997,Toyota,4Runner,SR5,SUV,automatic,jt3hn86r2v0104672,nj,,180138.0,black,—,b a motor co ltd,2100.0,2300.0,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
29793,1997,,,,,automatic,1falp62w0vh119145,mo,19.0,207365.0,silver,—,onemain remarketing services,75.0,300.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
29794,1997,Saturn,S-Series,SL2,Sedan,automatic,1g8zk5278vz175814,pa,,144793.0,green,black,bethlehem auto sales,525.0,450.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
29795,1997,Mercedes-Benz,E-Class,E300D,Sedan,,wdbjf20f1vj025623,va,,250755.0,silver,—,chesterfield imports inc,875.0,1700.0,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
29796,1997,Ford,Taurus,GL,Wagon,automatic,1falp57u1va279352,nc,2.0,135850.0,silver,gray,dt inventory,450.0,250.0,Tue Dec 23 2014 08:30:00 GMT-0800 (PST)
29797,1997,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4gz78y2vc617438,il,,144412.0,gold,—,sherman dodge,1025.0,650.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
29798,1997,GMC,Yukon,SLT,SUV,automatic,1gkek13r7vj703892,in,2.0,253405.0,brown,tan,auto sales and service,1100.0,400.0,Wed Dec 31 2014 12:59:00 GMT-0800 (PST)
29799,1997,Nissan,Maxima,SE,Sedan,automatic,jn1ca21d2vm520162,tx,,131038.0,brown,gray,autonation ford fort worth,800.0,1800.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29800,1997,Lincoln,Town Car,Signature,Sedan,automatic,1lnlm82w5vy660539,ny,,172052.0,green,gray,fuccillo kia,775.0,450.0,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
29801,1997,,,,,automatic,1g2wj52k7vf342962,il,,141396.0,black,—,motorcars express,600.0,950.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
29802,1997,pontiac,grand,prix se,,automatic,1g2wj52k8vf278494,la,,174413.0,green,—,courtesy chevrolet cadillac,650.0,1600.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29803,1997,gmc,1500,sierra 4x4 sle,,,1gtek19r8ve519900,la,,160606.0,white,—,courtesy buick gmc,2675.0,700.0,Thu Dec 18 2014 10:30:00 GMT-0800 (PST)
29804,1997,Mercury,Grand Marquis,LS,Sedan,automatic,2melm75w8vx649351,nc,48.0,113531.0,silver,gray,crossroads ford lincoln of southern pines inc,1075.0,2200.0,Mon Dec 22 2014 09:00:00 GMT-0800 (PST)
29805,1997,GMC,Jimmy,SLT,SUV,automatic,1gkdt13w6v2565836,ne,,141427.0,burgundy,gray,gregg young chevrolet inc,800.0,900.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29806,1997,Nissan,Pathfinder,XE,SUV,automatic,jn8ar05y5vw103092,pr,,274948.0,white,beige,pr auto loans llc,375.0,400.0,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
29807,1997,Nissan,Maxima,SE,Sedan,,jn1ca21d7vt841202,md,,310252.0,white,—,sheehy nissan,450.0,500.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
29808,1997,Mitsubishi,Galant,ES,Sedan,,4a3aj56gxve064332,fl,19.0,164088.0,black,beige,ed morse cadillac,600.0,500.0,Thu Dec 18 2014 15:40:00 GMT-0800 (PST)
29809,1997,Honda,Civic,EX,Coupe,,1hgej8240vl071224,md,,280501.0,,,tischer acura nissan,850.0,450.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
29810,1997,,,,,automatic,1j4fy29p0vp451937,fl,19.0,93678.0,blue,gray,devoe buick gmc,5525.0,3500.0,Wed Jan 21 2015 07:25:00 GMT-0800 (PST)
29811,1997,Pontiac,Grand Am,SE,Coupe,automatic,1g2ne12t4vc764822,nv,2.0,151463.0,black,—,titlemax of decatur blvd. - nv 14,550.0,300.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29812,1997,Nissan,Maxima,SE,Sedan,,jn1ca21d4vt826690,va,,75972.0,black,—,sports and imports inc,900.0,2300.0,Thu Dec 18 2014 09:05:00 GMT-0800 (PST)
29813,1997,Ford,Mustang,Base,Coupe,automatic,1falp4044vf151131,la,,152634.0,green,—,team honda,625.0,900.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29814,1997,Mercury,Mountaineer,Base,SUV,automatic,4m2du55p2vuj64790,mi,,202312.0,black,gray,suburban chevrolet cadillac saab hummer,425.0,300.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
29815,1997,Pontiac,Grand Am,SE,Sedan,automatic,1g2ne52t9vc844656,ne,,155480.0,red,black,woodhouse ford south inc,525.0,600.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29816,1997,Nissan,Maxima,SE,Sedan,,jn1ca21d2vt842774,az,,199687.0,gray,—,tio rico te ayuda-anfs inc,675.0,500.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29817,1997,Honda,Civic,LX,Sedan,automatic,2hgej6679vh516565,va,19.0,140499.0,silver,gray,brown's leesburg hyundai,1050.0,1200.0,Thu Dec 18 2014 09:05:00 GMT-0800 (PST)
29818,1997,Ford,Mustang,Base,Coupe,automatic,1falp4042vf118807,tx,,155489.0,blue,—,jack key motor co of alamogordo llc,600.0,600.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
29819,1997,Nissan,Altima,GXE,Sedan,,1n4bu31d0vc254948,in,2.0,121657.0,blue,gray,select remarketing group llc/loan max title,800.0,275.0,Wed Jan 28 2015 04:59:00 GMT-0800 (PST)
29820,1997,Lincoln,Town Car,Signature,Sedan,automatic,1lnlm82w1vy656066,tx,,275152.0,blue,blue,boardwalk volkswagen,100.0,600.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
