,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
5211,1998,Isuzu,Rodeo,LS,SUV,automatic,4s2ck58w5w4376549,ca,,129965.0,green,—,concord honda,1250.0,400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
5213,1998,BMW,7 Series,740i,Sedan,automatic,wbagf8320wdl52034,ca,1.0,288484.0,silver,gray,james family auto sales,250.0,800.0,Thu Feb 19 2015 04:00:00 GMT-0800 (PST)
5215,1998,jeep,wrangler,4x4 4c se,,manual,1j4fy29p4wp752602,ca,3.0,194242.0,red,beige,charitable auto resource,2450.0,2100.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
5219,1998,dodge,caravan,,,,2b4fp25b6wr663533,ca,,,green,—,rock honda,675.0,300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
5220,1998,dodge,caravan,se,,automatic,2b4gp45g6wr755608,ca,,165255.0,green,—,lithia chrysler jeep dodge,400.0,250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
5235,1998,Lexus,ES 300,Base,Sedan,automatic,jt8bf28g4w5025451,ca,25.0,221217.0,black,black,auto finance solutions,1350.0,800.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
5238,1998,Toyota,Camry,LE,Sedan,automatic,jt2bg22k2w0220451,ca,19.0,171948.0,gray,gray,hoehn honda,1400.0,1200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
5241,1998,Honda,Civic,EX,Coupe,manual,1hgej8149wl098568,ca,2.0,254224.0,silver,gray,purple heart services inc,600.0,800.0,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
5243,1998,BMW,3 Series,328i,Convertible,manual,wbabk7322wet65569,ca,19.0,133956.0,blue,silver,newport coast auto com,1425.0,2000.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
5244,1998,Honda,CR-V,EX,SUV,automatic,jhlrd186xwc043751,ca,23.0,182041.0,green,gray,time finance co,1825.0,1600.0,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
5248,1998,Volvo,S90,Base,Sedan,automatic,yv1ks9609w1128734,ca,2.0,199332.0,blue,gray,charitable auto resource,675.0,400.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
5249,1998,Toyota,Avalon,XLS,Sedan,automatic,4t1bf18b2wu235659,ca,2.0,1.0,—,tan,axcess financial,3025.0,400.0,Wed Jan 21 2015 07:00:00 GMT-0800 (PST)
5254,1998,Volvo,S70,T5,Sedan,automatic,yv1ls5370w1480695,ca,,179764.0,silver,gray,bmw of monrovia,550.0,600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
5258,1998,Honda,Accord,EX V6,Sedan,automatic,1hgcg1655wa063326,ca,,179710.0,silver,—,mary liz auto sales,1425.0,700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
5259,1998,Toyota,Avalon,XL,Sedan,automatic,4t1bf18b6wu232599,ca,2.0,196256.0,green,gray,purple heart services inc,1075.0,750.0,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
5264,1998,Land Rover,Discovery,LE,SUV,automatic,saljy1244wa778770,ca,,130674.0,gold,—,apexcars net,1350.0,800.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
5266,1998,Ford,Taurus,SE,Sedan,automatic,1fafp52u4wa109234,ca,,142770.0,gold,—,savarani motors,600.0,500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
7679,1998,Ford,Explorer,Sport,SUV,automatic,1fmyu22e3wub72368,ca,,222551.0,white,gray,liberty chevrolet,625.0,700.0,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
7682,1998,Toyota,Camry,LE,Sedan,,jt2bg22kxw0249177,ca,19.0,185773.0,black,tan,airport car rental inc,1275.0,1050.0,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
7684,1998,BMW,7 Series,740iL,Sedan,automatic,wbagj8328wdm15718,ca,,133565.0,burgundy,tan,merle stone chevrolet,1350.0,900.0,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
7686,1998,toyota,sienna,le,,automatic,4t3zf13c4wu013582,ca,,271029.0,black,beige,kearny mesa toyota,1300.0,1350.0,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
7690,1998,Mercedes-Benz,E-Class,E320,Sedan,automatic,wdbjf65f6wa691409,ca,,145897.0,silver,—,action auction llc,1625.0,1500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
7693,1998,Ford,F-150,XL,Regular Cab,automatic,1ftzf1720wkb64624,ca,2.0,131145.0,blue,gray,lithia ford lincoln of fresno,2300.0,700.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
7697,1998,Toyota,Avalon,XLS,Sedan,,4t1bf18b3wu223925,ca,19.0,111549.0,green,beige,aaero sweet company,1575.0,2300.0,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
7700,1998,Nissan,Maxima,GXE,Sedan,automatic,jn1ca21d4wt535723,ca,,140191.0,gray,gray,north county hyundai,900.0,1700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
7703,1998,Toyota,Tacoma,Base,Regular Cab,manual,4tanl42n8wz086428,ca,19.0,236306.0,gold,beige,aaero sweet company,1850.0,2300.0,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
7709,1998,Ford,Taurus,SE,Sedan,automatic,1fafp52s9wg117471,ca,,227441.0,white,gray,liberty chevrolet,550.0,200.0,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
7711,1998,Honda,Accord,EX V6,Sedan,automatic,1hgcg1652wa029991,ca,19.0,187827.0,silver,tan,ideal transportation,1400.0,2000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
29435,1998,Acura,RL,3.5 Premium,Sedan,automatic,jh4ka9669wc800842,pa,2.0,1.0,black,gray,purple heart,2600.0,475.0,Tue Jan 27 2015 04:01:00 GMT-0800 (PST)
29437,1998,chevrolet,s10,4x2 ext ls,,automatic,1gccs19x8w8132916,ga,,177538.0,beige,beige,coles automotive group,1475.0,2700.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
29441,1998,chevrolet,1500,4x4 ext silverado,,automatic,1gcek19r2wr120166,ne,,194819.0,red,purple,woodhouse sioux city inc,1200.0,2200.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29442,1998,chevrolet,lumina,ltz,,automatic,2g1wn52k7w9205099,il,,112358.0,green,—,deals on wheels,950.0,600.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
29443,1998,Buick,Century,Custom,Sedan,automatic,2g4ws52m4w1475158,fl,,93142.0,white,gray,ove car trader corp,825.0,1300.0,Thu Dec 18 2014 16:50:00 GMT-0800 (PST)
29444,1998,Buick,Regal,LS,Sedan,automatic,2g4wb52k0w1496569,ne,,167247.0,green,gray,woodhouse ford inc,1250.0,1200.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29445,1998,BMW,3 Series,328i,Convertible,automatic,wbabk7320wet65537,nv,,115681.0,black,—,henderson chevrolet company,1525.0,700.0,Thu Dec 18 2014 11:45:00 GMT-0800 (PST)
29446,1998,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y1wu734371,nj,27.0,145621.0,white,gray,lester glenn buick,900.0,450.0,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
29448,1998,Cadillac,DeVille,D'elegance,Sedan,automatic,1g6ke54y0wu794638,pa,3.0,115451.0,white,gray,e & l motors corp,800.0,600.0,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
29450,1998,Chevrolet,Malibu,Base,Sedan,automatic,1g1nd52t7w6138082,tx,,159021.0,silver,—,all american chevrolet of killeen,525.0,300.0,Fri Dec 19 2014 10:00:00 GMT-0800 (PST)
29451,1998,BMW,3 Series,328i,Sedan,,wbacd3320wav22918,il,,1.0,,,grossinger city toyota,3975.0,1350.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
29454,1998,Buick,Century,Custom,Sedan,automatic,2g4ws52m4w1606797,il,,58840.0,gold,—,grossinger autoplex inc,950.0,1750.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
29455,1998,Cadillac,Eldorado,Base,Coupe,automatic,1g6el12y1wu608751,wi,4.0,72461.0,gray,tan,ed napleton acura,2950.0,2600.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
29457,1998,Chevrolet,Blazer,LT,SUV,automatic,1gndt13w1w2261320,ne,,184410.0,red,gray,woodhouse nissan inc,1000.0,700.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29464,1998,Chevrolet,C/K 1500 Series,Silverado,Extended Cab,automatic,1gcec19m4wr152117,tx,19.0,188746.0,red,gray,mei finance,1750.0,1000.0,Tue Dec 23 2014 14:00:00 GMT-0800 (PST)
29465,1998,Chevrolet,Malibu,Base,Sedan,automatic,1g1nd52txwy197020,nc,,215066.0,green,gray,ford of clinton,375.0,400.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
29467,1998,chevrolet,1500,4x2 ext silverado,,automatic,2gcec19r0w1152717,tx,,158860.0,red,gray,rlb investments,2150.0,2600.0,Wed Dec 17 2014 10:20:00 GMT-0800 (PST)
29470,1998,Buick,Regal,LS,Sedan,automatic,2g4wb52k9w1512039,mn,,208570.0,white,tan,fiat of minneapolis,1325.0,500.0,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
29471,1998,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y6wu808836,tx,,153402.0,gold,tan,jack county auto sales inc,675.0,700.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29474,1998,Chevrolet,Cavalier,Base,Coupe,manual,3g1jc1243ws835862,tx,,114713.0,purple,gray,perception motorsport inc,675.0,450.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29479,1998,Buick,Century,Custom,Sedan,automatic,2g4ws52m6w1453601,mn,,147871.0,white,gray,golden state llc,625.0,1150.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
29481,1998,Audi,A4,1.8T quattro,Sedan,automatic,waucb28d0wa243804,il,,172209.0,silver,—,sherman dodge,775.0,500.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
29484,1998,BMW,3 Series,328i,Sedan,automatic,wbacd4322wav63461,tx,,108639.0,white,tan,dreams auto detail shop,2575.0,3250.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29487,1998,Buick,LeSabre,Custom,Sedan,automatic,1g4hp52k8wh424381,ne,,187827.0,silver,tan,plaza buick gmc inc,425.0,1300.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29489,1998,Chevrolet,Cavalier,Base,Coupe,automatic,1g1jc1248w7122308,wi,,169621.0,blue,gray,gordie boucher ford of menomonee falls,600.0,325.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
29490,1998,BMW,7 Series,740iL,Sedan,automatic,wbagj832xwdm24582,or,,189892.0,silver,gray,veros credit  llc,1000.0,350.0,Tue Dec 23 2014 11:31:00 GMT-0800 (PST)
29493,1998,BMW,Z3,2.8,Convertible,,4uscj3332wlg20676,pa,,108493.0,blue,—,bmw of sterling,1950.0,4300.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
29494,1998,Buick,Regal,GS,Sedan,,2g4wf5218w1532813,il,,1.0,,,mcgrath honda of st charles,1175.0,625.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
29495,1998,Acura,RL,3.5 Premium,Sedan,automatic,jh4ka965xwc000946,az,,113672.0,white,brown,right honda,1575.0,2600.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29496,1998,Chevrolet,C/K 1500 Series,Silverado,Extended Cab,automatic,1gcec19m2we131032,la,,288904.0,black,—,courtesy ford,500.0,1400.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29498,1998,Chevrolet,Blazer,LS,SUV,automatic,1gncs13wxw2254123,fl,,,silver,gray,coggin chevrolet at the avenues,650.0,350.0,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
29501,1998,chevrolet,malibu,,,automatic,1g1nd52m7w6246775,wi,1.0,144147.0,gray,gray,axcess financial,425.0,325.0,Wed Jan 07 2015 09:00:00 GMT-0800 (PST)
29502,1998,Chevrolet,Malibu,LS,Sedan,automatic,1g1ne52m9w6115361,pa,2.0,72379.0,beige,brown,five points auto group inc,750.0,900.0,Wed Jan 07 2015 12:00:00 GMT-0800 (PST)
29503,1998,Cadillac,Seville,SLS,Sedan,,1g6ks54y8wu911813,il,,161995.0,red,—,cadi auto wholesale inc,775.0,850.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
29504,1998,Chevrolet,Blazer,Base,SUV,automatic,1gnct18wxwk202626,mi,,101617.0,white,gray,lafontaine buick gmc of ann arbor inc,1275.0,1700.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
29507,1998,chevrolet,1500,4x4 reg silverado,,automatic,1gcek14r9wz250744,ca,1.0,179647.0,white,gray,automotive remarketing inc,1975.0,350.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
29508,1998,Audi,Cabriolet,Base,Convertible,,wauaa88g5wn001669,il,,104665.0,black,—,brilliance honda of crystal lake,1175.0,800.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
29512,1998,Cadillac,Seville,STS,Sedan,,1g6ky5491wu925835,il,,154738.0,white,—,grossinger city toyota,950.0,650.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
29514,1998,BMW,3 Series,323i,Convertible,manual,wbabj7320wea15069,nv,,153016.0,silver,—,lexus of las vegas,1025.0,1500.0,Thu Dec 18 2014 11:45:00 GMT-0800 (PST)
29515,1998,Buick,LeSabre,Custom,Sedan,automatic,1g4hp52k3wh487520,ny,,63387.0,gray,gray,romeo chevrolet buick gmc llc,675.0,750.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
29516,1998,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y0wu748746,il,,161022.0,blue,—,b & m auto sales inc,650.0,1000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
29517,1998,Chevrolet,Blazer,LT,SUV,automatic,1gndt13w4w2101948,pa,,80684.0,white,gray,atlantic fleet services,2100.0,1600.0,Fri Dec 19 2014 08:32:00 GMT-0800 (PST)
29518,1998,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y8wu794518,wa,1.0,133562.0,gray,beige,nationwide remarketing,800.0,350.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
29520,1998,,,,,automatic,2gcek19r5w1281071,il,,178104.0,red,—,grossinger autoplex inc,2100.0,650.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
29522,1998,Acura,TL,3.2,Sedan,automatic,jh4ua3645wc003878,va,,215419.0,blue,gray,check into cash,675.0,325.0,Thu Dec 18 2014 11:50:00 GMT-0800 (PST)
29527,1998,Honda,Accord,EX,Sedan,automatic,1hgcg5653wa005853,il,,178496.0,white,—,ray chevrolet inc,1475.0,950.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
29528,1998,Ford,F-150,XLT,Extended Cab,automatic,1ftzx0762wkb97683,oh,1.0,266483.0,green,tan,select remarketing group llc/loan max title,1275.0,350.0,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
29529,1998,Honda,Accord,EX V6,Sedan,,1hgcg1651wa017539,il,,178022.0,purple,—,signature auto enterprises inc,1475.0,850.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
29530,1998,Ford,Taurus,SE,Sedan,,1fafp52s5wg250230,az,,163527.0,red,beige,autonation chevrolet gilbert,800.0,425.0,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
29531,1998,chrysler,twn&country,fwd lxi,,automatic,1c4gp64l0wb641454,ma,,96210.0,white,tan,auto city llc,1150.0,1400.0,Thu Dec 18 2014 18:30:00 GMT-0800 (PST)
29532,1998,Ford,Taurus,LX,Sedan,,1fafp52s9wa128361,az,,185900.0,white,—,tio rico te ayuda-anfs inc,350.0,450.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29533,1998,Ford,Expedition,XLT,SUV,automatic,1fmru1766wlc05997,tx,24.0,260426.0,gold,beige,automotive remarketing inc,425.0,700.0,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
29534,1998,Ford,F-150,XLT,Extended Cab,automatic,1ftzx18w9wka28670,ne,,210980.0,black,purple,woodhouse sioux city inc,2000.0,1950.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29535,1998,Chrysler,Sebring,JXi,Convertible,automatic,3c3el55h6wt320481,mn,,175466.0,yellow,black,national auto brokers inc,500.0,850.0,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
29536,1998,ford truck,explorer,awd xlt,,automatic,1fmzu35p5wuc85729,oh,1.0,173262.0,red,gray,select remarketing group llc/loan max title,600.0,350.0,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
29537,1998,Honda,Accord,EX V6,Sedan,automatic,1hgcg1656wa008755,fl,19.0,213765.0,gray,beige,coral springs honda,1250.0,1100.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29538,1998,GMC,envoy,Base,SUV,automatic,1gkdt13w3w2503330,ne,,111857.0,green,gray,woodhouse sioux city inc,1000.0,1400.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29539,1998,ford,f150,4x4 ext xlt,,automatic,1ftrx18l4wnb97578,nc,28.0,246132.0,black,gray,fleet street remarketing (heavy),1525.0,2100.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
29540,1998,ford,expedition,4x4 ed bauer,,automatic,1fmpu18l2wlc28351,fl,,235551.0,white,tan,brandon mitsubishi,850.0,1000.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
29541,1998,Ford,Expedition,XLT,SUV,automatic,1fmru18w3wlc22173,ne,19.0,196709.0,beige,tan,select remarketing group llc/loan max title,1100.0,500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
29542,1998,,,,,automatic,1b4hs28y0wf204707,la,,154502.0,blue,gray,charitable adult rides services/car donating is,1025.0,275.0,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
29543,1998,Ford,F-150,XLT,Extended Cab,automatic,1ftzx18w1wna18679,wi,1.0,245726.0,red,gray,gordie boucher of west bend inc,1550.0,325.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
29544,1998,Ford,Taurus,SE,Sedan,automatic,1fafp52u9wa258092,wi,1.0,174732.0,white,gray,axcess financial,700.0,325.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
29545,1998,Honda,Accord,EX V6,Coupe,automatic,1hgcg2250wa009525,nj,19.0,119792.0,green,beige,lester glenn buick,1450.0,1150.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
29546,1998,Honda,Accord,LX,Sedan,automatic,1hgcg5643wa217045,nj,,104922.0,white,—,tonnele auto sales llc,1425.0,1950.0,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
29547,1998,Honda,Accord,EX,Sedan,automatic,1hgcg667xwa209525,ma,24.0,183275.0,burgundy,tan,boch new to you superstore,1450.0,500.0,Thu Dec 18 2014 18:30:00 GMT-0800 (PST)
29548,1998,Ford,Mustang,GT,Convertible,,1fafp45x5wf126546,ga,34.0,107868.0,red,tan,nalley toyota of roswell,2150.0,4100.0,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
29549,1998,,,,,automatic,1b7hc13z3wj121070,tx,19.0,1.0,blue,gray,tricolor auto,1525.0,400.0,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
29550,1998,Ford,Escort,SE,Wagon,automatic,1fafp15p9ww164313,fl,19.0,122632.0,gold,—,zimmerman auto brokers inc,600.0,750.0,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
29551,1998,Ford,Explorer,Sport,SUV,automatic,1fmyu22x1wub60186,tx,,216215.0,green,gray,jerry's gm,650.0,400.0,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
29552,1998,chrysler,twn&country,fwd lxi,,automatic,1c4gp64l2wb668638,nc,,171864.0,green,gray,lee hyundai inc,875.0,700.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
29553,1998,Ford,Ranger,XLT,Extended Cab,,1ftzr15u0wta68367,va,29.0,118397.0,green,beige,mcmb financial,3100.0,3100.0,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
29554,1998,Ford,Taurus,SE,Sedan,automatic,1fafp52s2wa205474,pa,2.0,146736.0,white,gray,five points auto group inc,775.0,750.0,Wed Mar 11 2015 05:00:00 GMT-0700 (PDT)
29555,1998,dodge,durango,4x4 slt,,automatic,1b4hs28y1wf206322,wi,,95201.0,green,tan,libertyville chevrolet inc,1225.0,900.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
29556,1998,Ford,Taurus,LX,Sedan,automatic,1fafp52u9wa181157,ut,,135091.0,burgundy,—,ken garff chevrolet,325.0,400.0,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
29557,1998,Chevrolet,Tahoe,LT,SUV,,1gnek13r6wj305254,nj,,204398.0,black,—,all american ford inc,950.0,800.0,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
29558,1998,Honda,Accord,EX V6,Sedan,automatic,1hgcg1656wa010456,wi,,143990.0,beige,tan,wilde honda,1625.0,1850.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
29559,1998,chrysler,sebring,jx,,automatic,3c3el45h1wt288193,il,,186409.0,white,—,apple chevrolet inc,175.0,500.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
29560,1998,Honda,Accord,EX V6,Sedan,automatic,1hgcg1652wa045222,va,19.0,183710.0,silver,beige,brown's manassas subaru,1425.0,2000.0,Thu Dec 18 2014 09:05:00 GMT-0800 (PST)
29561,1998,,,,,automatic,1ftrx17l8wnb64035,ne,19.0,194494.0,blue,gray,select remarketing group llc/loan max title,1525.0,350.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
29562,1998,Ford,Mustang,Base,Convertible,automatic,1fafp4445wf267107,nc,24.0,94106.0,silver,gray,dt inventory,1400.0,1300.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
29563,1998,Dodge,Ram Pickup 1500,WS,Regular Cab,automatic,1b7hc16x3ws636221,fl,19.0,176009.0,black,gray,courtesy hyundai,775.0,800.0,Thu Dec 18 2014 16:20:00 GMT-0800 (PST)
29564,1998,ford,expedition,4x4 xlt,,,1fmpu18l5wlc45421,va,19.0,206006.0,blue,gray,dt inventory,1000.0,500.0,Thu Dec 18 2014 08:50:00 GMT-0800 (PST)
29565,1998,Dodge,Ram Pickup 1500,ST,Regular Cab,automatic,1b7hf16y4ws665940,ne,,179383.0,silver,gray,woodhouse ford inc,1375.0,1200.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29566,1998,ford,expedition,4x2 ed bauer,,automatic,1fmru17l1wlb31507,la,,269680.0,white,—,courtesy ford,875.0,500.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29567,1998,Ford,F-150,XLT,Extended Cab,automatic,1ftzx176xwnb10696,la,,110246.0,green,—,a j dohmann chevrolet cadillac inc,2675.0,2700.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
29568,1998,ford,e150,cargo,,automatic,1fdre1463whc06027,mn,,165676.0,white,gray,north country ford,1250.0,2100.0,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
29569,1998,Ford,Expedition,XLT,SUV,automatic,1fmru18w1wla34297,tx,,200131.0,beige,gray,toyota of fort worth,950.0,1100.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29570,1998,GMC,Suburban,1500,SUV,,1gkfk16r4wj731277,az,,214178.0,white,—,freeway chevrolet,950.0,2200.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
29571,1998,dodge,grand,caravan se,,automatic,2b4gp44gxwr697178,nc,19.0,219329.0,purple,gray,dt inventory,500.0,300.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
