,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
49474,1992,Buick,LeSabre,Limited,Sedan,,1g4hr53l5nh455524,fl,1.0,181222.0,white,beige,courtesy hyundai,775.0,400.0,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
49475,1992,Toyota,Corolla,Deluxe,Sedan,automatic,2t1ae94a4nc150171,md,2.0,81781.0,white,blue,purple heart services inc,600.0,900.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
49478,1992,Buick,Park Avenue,Base,Sedan,automatic,1g4cw53l6n1658420,ga,1.0,136859.0,blue,blue,rick hendrick chevrolet,700.0,700.0,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
49484,1992,Lexus,LS 400,Base,Sedan,automatic,jt8uf11e6n0110105,tx,1.0,275639.0,silver,gray,titlemax/desoto tx1,475.0,500.0,Tue Dec 30 2014 10:30:00 GMT-0800 (PST)
60211,1992,Buick,Park Avenue,Base,Sedan,automatic,1g4cw53l3n1604038,fl,2.0,145277.0,gold,beige,autonation toyota fort myers,700.0,400.0,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
60216,1992,Cadillac,DeVille,Base,Sedan,automatic,1g6cd53b4n4338628,nc,1.0,172398.0,silver,beige,dt inventory,675.0,350.0,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
60217,1992,Toyota,Celica,ST,Coupe,,jt2at86f5n0090722,fl,1.0,259811.0,black,black,autonation ford bradenton,250.0,400.0,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
60218,1992,Toyota,Corolla,Base,Sedan,automatic,jt2ae91a8n0253567,fl,1.0,188767.0,gray,gray,al hendrickson toyota,625.0,500.0,Tue Dec 30 2014 17:00:00 GMT-0800 (PST)
60220,1992,Honda,Accord,EX,Sedan,automatic,1hgcb767xna011644,ca,3.0,109999.0,white,blue,stadium nissan,525.0,400.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
60222,1992,Toyota,4Runner,SR5 V6,SUV,manual,jt3vn39w4n0092046,nv,2.0,153453.0,red,—,titlemax/las vegas nv27,1500.0,550.0,Wed Dec 31 2014 11:00:00 GMT-0800 (PST)
60224,1992,Toyota,Camry,LE,Sedan,automatic,4t1sk12e2nu025625,fl,2.0,227307.0,blue,blue,autonation nissan brandon,425.0,400.0,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
78396,1992,Mercury,Grand Marquis,LS,Sedan,automatic,2mecm75w2nx723055,md,2.0,54555.0,orange,tan,darcars toyota of baltimore,525.0,1000.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
84850,1992,Lincoln,Town Car,Signature,Sedan,automatic,1lnlm82w0ny743957,md,2.0,1.0,beige,tan,manheim baltwash/junk a car scrap,1075.0,300.0,Tue Jan 06 2015 05:00:00 GMT-0800 (PST)
84853,1992,Cadillac,DeVille,Base,Sedan,automatic,1g6cd53b8n4322741,ne,2.0,175487.0,burgundy,purple,axcess financial,500.0,200.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
84855,1992,Saturn,S-Series,SL2,Sedan,automatic,1g8zk5572nz262278,ga,2.0,110091.0,green,beige,the salvation army,350.0,750.0,Tue Jan 06 2015 13:10:00 GMT-0800 (PST)
95342,1992,chevrolet,corvette,,,automatic,1g1yy23p3n5100743,mo,3.0,104737.0,white,gray,hendrick chevrolet shawnee mission,4075.0,4800.0,Wed Jan 07 2015 10:30:00 GMT-0800 (PST)
95343,1992,Toyota,Camry,XLE V6,Sedan,automatic,jt2vk13e2n0002958,ca,2.0,164884.0,blue,black,honda of pasadena,625.0,900.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
95344,1992,Lexus,LS 400,Base,Sedan,automatic,jt8uf11exn0104310,ut,1.0,301141.0,black,tan,hertz remarketing,650.0,200.0,Wed Feb 18 2015 03:30:00 GMT-0800 (PST)
102084,1992,Toyota,Pickup,Base,Regular Cab,manual,jt4rn81a6n5145827,nc,2.0,379069.0,black,brown,rick hendrick city chevrolet,425.0,800.0,Wed Jan 07 2015 14:30:00 GMT-0800 (PST)
109981,1992,Mercury,Grand Marquis,LS,Sedan,automatic,2mecm75w5nx677558,tx,1.0,37876.0,blue,gray,automotive remarketing inc,525.0,350.0,Tue Jan 13 2015 10:30:00 GMT-0800 (PST)
109987,1992,Honda,Accord,LX,Wagon,automatic,1hgcb9854na001568,ga,2.0,82784.0,blue,gray,the salvation army,1075.0,1200.0,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
131541,1992,chevrolet,corvette,,,automatic,1g1yy23p3n5115713,nc,2.0,145979.0,black,gray,rick hendrick city chevrolet,2925.0,3400.0,Wed Jan 14 2015 06:30:00 GMT-0800 (PST)
131555,1992,,,,,automatic,1g1yy23p7n5109719,ca,3.0,182453.0,red,beige,win hyundai carson,1300.0,3200.0,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
137424,1992,Honda,Accord,LX,Sedan,automatic,1hgcb7658na220167,ga,2.0,179802.0,red,gray,capital auto auction,600.0,500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
137425,1992,Mazda,MX-5 Miata,Base,Convertible,manual,jm1na3511n0326824,ca,1.0,159039.0,red,red,purple heart services inc,1075.0,1600.0,Wed Jan 14 2015 05:30:00 GMT-0800 (PST)
137427,1992,Mercedes-Benz,500-Class,500SL,Convertible,automatic,wdbfa66e5nf064373,mo,4.0,69101.0,black,beige,primeritus remarketing/fast line auto sales inc,4700.0,6100.0,Tue Jan 27 2015 02:30:00 GMT-0800 (PST)
137430,1992,Lexus,LS 400,Base,Sedan,automatic,jt8uf11e8n0107271,ca,1.0,135471.0,silver,gray,hoehn motors inc,775.0,1600.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
137433,1992,Honda,Accord,LX,Sedan,manual,1hgcb7552na222269,va,2.0,226411.0,red,gray,purple heart,550.0,325.0,Thu Jan 15 2015 03:50:00 GMT-0800 (PST)
141827,1992,Ford,Tempo,GL,Sedan,automatic,1fapp36x5nk162899,fl,3.0,59329.0,white,blue,hertz remarketing,425.0,350.0,Thu Feb 05 2015 01:35:00 GMT-0800 (PST)
143820,1992,Toyota,Camry,LE,Sedan,automatic,4t1sk12exnu006238,ga,2.0,302661.0,beige,blue,instaloan/lovejoy ga1,350.0,375.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
166348,1992,Lexus,ES 300,Base,Sedan,automatic,jt8vk13txn0090050,tx,1.0,1.0,white,blue,automotive remarketing inc,1425.0,300.0,Tue Jan 20 2015 03:00:00 GMT-0800 (PST)
166351,1992,Toyota,Camry,LE,Sedan,automatic,4t1sk12e1nu107863,pa,2.0,162014.0,silver,gray,611 car connection,575.0,500.0,Tue Jan 20 2015 05:01:00 GMT-0800 (PST)
166353,1992,Lexus,LS 400,Base,Sedan,,jt8uf11e0n0140636,fl,1.0,78351.0,gold,beige,autonation honda hollywood,975.0,600.0,Tue Jan 20 2015 10:00:00 GMT-0800 (PST)
166354,1992,Toyota,Camry,XLE V6,Sedan,,4t1vk13e7nu014860,ca,3.0,164092.0,white,blue,marios auto sales inc,850.0,850.0,Fri Jan 16 2015 07:00:00 GMT-0800 (PST)
171782,1992,,,,,automatic,2gcec19k7n1216527,mo,1.0,177843.0,blue,blue,nextgear capital,1025.0,1800.0,Tue Jan 20 2015 02:30:00 GMT-0800 (PST)
171783,1992,Chevrolet,Corvette,Base,Convertible,automatic,1g1yy33p7n5112321,nc,3.0,14372.0,red,black,flow gm auto center,9025.0,13700.0,Tue Jan 20 2015 01:15:00 GMT-0800 (PST)
171791,1992,Toyota,Pickup,Base,Regular Cab,manual,jt4rn81a6n5145827,nc,1.0,379307.0,black,black,rick hendrick city chevrolet,425.0,900.0,Wed Jan 21 2015 06:30:00 GMT-0800 (PST)
174094,1992,,,,,automatic,1c3xv66l3nd817892,ca,1.0,65561.0,white,black,enterprise car sales/orange,850.0,600.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
174095,1992,Chevrolet,Caprice,Classic,Sedan,automatic,1g1bn53exnw115412,fl,2.0,151883.0,blue,blue,d&a fine cars,1200.0,500.0,Fri Jan 23 2015 01:25:00 GMT-0800 (PST)
174097,1992,Honda,Accord,EX,Sedan,automatic,1hgcb7675na198596,ga,1.0,162000.0,gray,burgundy,by the book auto brokers  inc.,500.0,900.0,Tue Jan 27 2015 04:50:00 GMT-0800 (PST)
179302,1992,Chevrolet,Caprice,Classic,Sedan,,1g1bn53e6nr110626,tx,3.0,55243.0,white,blue,david mcdavid acura,2600.0,2100.0,Wed Jan 21 2015 02:20:00 GMT-0800 (PST)
182343,1992,Honda,Accord,LX,Wagon,automatic,1hgcb9853na012402,va,2.0,190194.0,blue,blue,purple heart,750.0,300.0,Thu Jan 22 2015 03:50:00 GMT-0800 (PST)
187568,1992,Lexus,LS 400,Base,Sedan,,jt8uf11e0n0112139,va,2.0,169596.0,black,gray,autoaction,775.0,1500.0,Thu Feb 12 2015 01:35:00 GMT-0800 (PST)
207438,1992,Honda,Accord,LX,Sedan,automatic,jhmcb7651nc048470,nv,2.0,238512.0,black,—,titlebucks/lasvegas nv1,525.0,400.0,Wed Jan 28 2015 16:00:00 GMT-0800 (PST)
207439,1992,,,,,automatic,2g1wl54t7n1142272,va,1.0,69373.0,burgundy,red,dt inventory,675.0,300.0,Thu Jan 29 2015 03:50:00 GMT-0800 (PST)
218172,1992,Honda,Accord,LX,Wagon,,1hgcb9858na006191,tx,1.0,273638.0,green,—,david mcdavid ford ft worth,425.0,250.0,Tue Jan 27 2015 03:00:00 GMT-0800 (PST)
218173,1992,Buick,LeSabre,Custom,Sedan,automatic,1g4hp53l3nh560584,tx,2.0,152679.0,gold,tan,titlemax/windcrest tx1,550.0,450.0,Fri Jan 30 2015 02:00:00 GMT-0800 (PST)
218174,1992,Jeep,Cherokee,Laredo,SUV,automatic,1j4fj58s1nl188859,ne,2.0,139483.0,silver,purple,charitable adult rides services/car donating is,700.0,350.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
218177,1992,Honda,Accord,LX,Sedan,manual,1hgcb7554na021375,va,2.0,217428.0,black,gray,purple heart,550.0,300.0,Thu Jan 29 2015 03:50:00 GMT-0800 (PST)
234563,1992,Toyota,Camry,XLE V6,Sedan,automatic,4t1vk13e5nu003694,nv,2.0,207240.0,white,—,automotive remarketing inc,725.0,400.0,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
234567,1992,Honda,Accord,EX,Sedan,manual,1hgcb7574na201277,va,1.0,160933.0,red,gray,browns arlington honda,650.0,850.0,Thu Feb 05 2015 01:05:00 GMT-0800 (PST)
234574,1992,Mercedes-Benz,500-Class,500SL,Convertible,automatic,wdbfa66e1nf054231,ca,2.0,160982.0,blue,tan,mercedes-benz finc wholesale advantage,2975.0,1000.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
248369,1992,Mercury,Grand Marquis,LS,Sedan,automatic,2mecm75w1nx681199,va,2.0,98845.0,black,black,purple heart,425.0,300.0,Thu Feb 05 2015 03:50:00 GMT-0800 (PST)
248371,1992,Cadillac,DeVille,Base,Sedan,automatic,1g6cd53b0n4279948,nv,2.0,188287.0,white,—,money tree,450.0,325.0,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
248372,1992,Lexus,SC 400,Base,Coupe,automatic,jt8uz30c6n0003641,wi,2.0,81272.0,black,beige,ed napleton honda,2600.0,2100.0,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
265409,1992,Toyota,Camry,LE,Sedan,automatic,4t1sk12e2nu138443,va,2.0,151545.0,white,blue,purple heart,575.0,1400.0,Thu Feb 05 2015 03:50:00 GMT-0800 (PST)
265413,1992,Honda,Accord,LX,Wagon,automatic,1hgcb9857na010832,fl,1.0,208627.0,white,blue,coggin chevrolet at the avenues,600.0,450.0,Thu Feb 05 2015 05:00:00 GMT-0800 (PST)
271258,1992,Ford,Tempo,GL,Sedan,automatic,1facp36x4nk200055,tn,1.0,16685.0,red,red,autonation nissan memphis,425.0,350.0,Tue Feb 10 2015 02:30:00 GMT-0800 (PST)
281617,1992,Honda,Accord,EX,Sedan,automatic,1hgcb7676na099981,va,1.0,238417.0,gray,gray,dt inventory,675.0,250.0,Thu Feb 12 2015 03:50:00 GMT-0800 (PST)
293295,1992,Nissan,Maxima,GXE,Sedan,automatic,jn1hj01fxnt025757,nv,2.0,179305.0,white,—,automotive remarketing inc,600.0,350.0,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
300929,1992,Honda,Accord,LX,Sedan,automatic,1hgcb7653na096020,nc,1.0,119999.0,blue,gray,boyd honda of south hill,850.0,600.0,Mon Feb 16 2015 01:00:00 GMT-0800 (PST)
300934,1992,Toyota,Camry,XLE V6,Sedan,automatic,jt2vk13e9n0005727,ca,2.0,155630.0,gold,gray,premium auto wholesale,875.0,1000.0,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
300935,1992,Lincoln,Town Car,Signature,Sedan,automatic,1lnlm82wxny651383,fl,2.0,138548.0,silver,—,mercedes benz of tampa,600.0,400.0,Thu Feb 12 2015 08:20:00 GMT-0800 (PST)
321802,1992,Toyota,Camry,LE,Sedan,,4t1sk12e8nu087546,tx,1.0,307666.0,beige,gray,titlemax/balcone heights tx1,375.0,300.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
321803,1992,Buick,LeSabre,Custom,Sedan,automatic,1g4hp53l5nh503156,pa,1.0,203162.0,gold,tan,enterprise car sales,525.0,350.0,Tue Feb 17 2015 05:01:00 GMT-0800 (PST)
321806,1992,Toyota,Camry,XLE V6,Sedan,automatic,4t1vk13e7nu014860,ca,2.0,164095.0,white,black,niel auto sales inc,825.0,800.0,Wed Feb 18 2015 03:30:00 GMT-0800 (PST)
321810,1992,BMW,5 Series,525i,Sedan,automatic,wbahd6318nbj69772,pa,3.0,1.0,gold,beige,purple heart,800.0,450.0,Tue Feb 17 2015 05:01:00 GMT-0800 (PST)
329775,1992,Toyota,Corolla,Base,Sedan,automatic,1nxae91a5nz328043,ca,1.0,239459.0,blue,blue,charitable auto resource,400.0,400.0,Tue Feb 17 2015 04:00:00 GMT-0800 (PST)
329778,1992,Honda,Accord,LX,Sedan,automatic,1hgcb7651na067969,ca,1.0,188796.0,black,gray,martin chevrolet,625.0,700.0,Fri Feb 20 2015 15:00:00 GMT-0800 (PST)
335772,1992,Toyota,4Runner,SR5 V6,SUV,,jt3vn39w0n0077785,ca,3.0,153526.0,red,gray,asa motor inc,1375.0,1050.0,Fri Feb 20 2015 15:00:00 GMT-0800 (PST)
354820,1992,Toyota,4Runner,SR5 V6,SUV,automatic,jt3vn39w0n0087765,ca,1.0,163291.0,white,—,purple heart services inc,1325.0,350.0,Wed Feb 25 2015 07:10:00 GMT-0800 (PST)
356147,1992,Lexus,SC 400,Base,Coupe,automatic,jt8uz30c7n0013174,ca,3.0,98093.0,white,beige,south county lexus at mission viejo,2375.0,3600.0,Wed Feb 25 2015 03:30:00 GMT-0800 (PST)
361578,1992,,,,,,1ftef15n1nna99548,md,2.0,130507.0,blue,blue,rayz auto center,1325.0,225.0,Tue Feb 24 2015 05:00:00 GMT-0800 (PST)
368680,1992,Toyota,Camry,LE,Sedan,,4t1sk12e5nu152871,ca,1.0,241553.0,black,blue,wondries toyota,450.0,400.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
368681,1992,Mazda,MX-5 Miata,Base,Convertible,manual,jm1na3515n0319441,fl,1.0,191808.0,white,black,mercedes benz of tampa,750.0,1100.0,Thu Feb 26 2015 08:20:00 GMT-0800 (PST)
379369,1992,Honda,Accord,EX,Sedan,,1hgcb7674na053565,oh,1.0,206841.0,black,gray,purple heart services inc,675.0,475.0,Tue Mar 03 2015 05:00:00 GMT-0800 (PST)
382313,1992,Ford,Tempo,GL,Sedan,automatic,2fapp36x6nb148293,pa,1.0,94141.0,white,blue,purple heart,375.0,300.0,Tue Mar 03 2015 05:01:00 GMT-0800 (PST)
385537,1992,Lexus,LS 400,Base,Sedan,automatic,jt8uf11exn0101570,ca,2.0,205946.0,gold,beige,enterprise car sales/orange,850.0,1000.0,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
385538,1992,Oldsmobile,Cutlass Ciera,S,Sedan,automatic,1g3al54n7n6380621,va,2.0,119847.0,gray,blue,purple heart,400.0,400.0,Thu Mar 05 2015 03:50:00 GMT-0800 (PST)
385539,1992,Mazda,MX-5 Miata,Base,Convertible,automatic,jm1na3517n1302196,fl,2.0,60719.0,red,gray,autonation toyota pinellas park,2850.0,1900.0,Tue Mar 03 2015 10:00:00 GMT-0800 (PST)
394761,1992,Pontiac,Bonneville,SE,Sedan,automatic,1g2hx53l6n1264234,va,1.0,192675.0,black,gray,purple heart services inc,300.0,250.0,Wed Mar 04 2015 01:05:00 GMT-0800 (PST)
394767,1992,Pontiac,Bonneville,SE,Sedan,automatic,1g2hx53l1n1217161,az,2.0,173199.0,white,—,southwest auto finance,375.0,300.0,Wed Mar 04 2015 03:00:00 GMT-0800 (PST)
399824,1992,Mercury,Grand Marquis,LS,Sedan,automatic,2mecm75w4nx608988,va,1.0,6655.0,—,black,don beyer volvo subaru kia of alexandria,525.0,300.0,Thu Mar 05 2015 01:35:00 GMT-0800 (PST)
399833,1992,,,,,automatic,1ftdf15n9nna41540,nc,1.0,223314.0,black,gray,crossroads ford lincoln of shelby,375.0,500.0,Mon Mar 09 2015 01:31:00 GMT-0700 (PDT)
402164,1992,Toyota,4Runner,SR5 V6,SUV,,jt3vn39w0n0077785,ca,3.0,153528.0,red,gray,asa motor inc,1450.0,700.0,Fri Mar 06 2015 07:00:00 GMT-0800 (PST)
404956,1992,Lexus,SC 400,Base,Coupe,automatic,jt8uz30c1n0007466,ma,2.0,130868.0,blue,tan,clay chevrolet hyundai,2000.0,1450.0,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT)
414972,1992,Toyota,Paseo,Base,Coupe,automatic,jt2el45f9n0016960,ca,3.0,338382.0,white,blue,purple heart services inc,150.0,150.0,Wed May 06 2015 04:00:00 GMT-0700 (PDT)
425509,1992,,,,,,1g1fp23e6nl155675,tn,1.0,266289.0,black,—,titlemax / murfreesboro tn2,275.0,350.0,Tue May 19 2015 03:00:00 GMT-0700 (PDT)
445213,1992,Chevrolet,Caprice,Classic,Sedan,automatic,1g1bn53e0nr127552,fl,1.0,145420.0,white,blue,dt inventory,875.0,400.0,Tue May 26 2015 02:15:00 GMT-0700 (PDT)
459998,1992,Lexus,LS 400,Base,Sedan,automatic,jt8uf11exn0131975,ca,1.0,282020.0,silver,gray,dt credit corporation,750.0,350.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
460001,1992,Lexus,LS 400,Base,Sedan,automatic,jt8uf11e2n0133820,fl,2.0,136447.0,white,beige,mercedes benz of sarasota,1125.0,1100.0,Tue May 26 2015 10:30:00 GMT-0700 (PDT)
473475,1992,Toyota,Corolla,Deluxe,sedan,automatic,2t1ae94a8nc156880,va,3.0,158309.0,red,gray,rosner motors inc,475.0,225.0,Thu May 28 2015 02:35:00 GMT-0700 (PDT)
481529,1992,Toyota,Camry,LE,sedan,,4t1sk12exnu058971,ga,1.0,211159.0,white,blue,superior chevrolet,400.0,400.0,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
481530,1992,Buick,LeSabre,Custom,sedan,automatic,1g4hp53l3nh439036,nc,2.0,127745.0,white,—,hendrick kia of cary,450.0,500.0,Mon Jun 01 2015 02:15:00 GMT-0700 (PDT)
495551,1992,Buick,Park Avenue,Base,sedan,automatic,1g4cw53l6n1657512,ms,1.0,296866.0,beige,tan,dt inventory,300.0,200.0,Thu Jun 04 2015 03:30:00 GMT-0700 (PDT)
508131,1992,,,,,automatic,1facp5243ng270835,wa,1.0,67793.0,blue,gray,volunteers of america western washington,525.0,275.0,Wed Jun 03 2015 07:00:00 GMT-0700 (PDT)
508132,1992,Toyota,Corolla,Deluxe,sedan,manual,2t1ae94a4nc151028,nc,1.0,149657.0,blue,gray,crossroads chrysler jeep dodge,450.0,600.0,Mon Jun 08 2015 01:31:00 GMT-0700 (PDT)
513407,1992,Chevrolet,Caprice,Classic,sedan,automatic,1g1bn53e5nw142842,oh,1.0,175362.0,black,gray,automotive remarketing aka ohio auto loans,525.0,375.0,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
518929,1992,Buick,Park Avenue,Base,sedan,automatic,1g4cw53l8n1600129,fl,2.0,183013.0,blue,tan,autonation ford mobile,500.0,300.0,Tue Jun 09 2015 03:45:00 GMT-0700 (PDT)
530875,1992,Cadillac,DeVille,Base,sedan,automatic,1g6cd53b4n4214603,ga,2.0,1.0,blue,blue,purple heart,1025.0,375.0,Thu Jun 11 2015 05:30:00 GMT-0700 (PDT)
530876,1992,Honda,Accord,LX,sedan,automatic,1hgcb7653nl005994,va,2.0,215558.0,blue,gray,hendrick honda woodbridge,450.0,600.0,Thu Jun 11 2015 02:50:00 GMT-0700 (PDT)
530882,1992,Oldsmobile,Cutlass Ciera,S,sedan,automatic,1g3al54n8n6403727,ga,2.0,115256.0,gray,gray,purple heart,400.0,375.0,Thu Jun 11 2015 05:30:00 GMT-0700 (PDT)
530885,1992,Lexus,LS 400,Base,sedan,automatic,jt8uf11e8n0134874,ga,2.0,358235.0,black,tan,titlemax/atlanta ga3,400.0,375.0,Thu Jun 11 2015 05:30:00 GMT-0700 (PDT)
530891,1992,Buick,Park Avenue,Base,sedan,automatic,1g4cw53l7n1603412,tx,3.0,146921.0,blue,blue,automotive remarketing inc,525.0,300.0,Tue Jun 16 2015 04:00:00 GMT-0700 (PDT)
552717,1992,Mazda,MX-5 Miata,Base,convertible,manual,jm1na3512n0321650,wa,2.0,116401.0,white,black,capital auto auction,1875.0,1000.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
552719,1992,,,,,automatic,1g1yy23p2n5109126,ma,4.0,34391.0,white,gray,durfee street auto sales inc,6025.0,7800.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
552720,1992,Honda,Accord,EX,Coupe,automatic,1hgcb7271na065355,ga,1.0,224528.0,white,blue,autonation hyundai mall of georgia,700.0,1250.0,Tue Jun 16 2015 05:50:00 GMT-0700 (PDT)
552721,1992,Lincoln,Town Car,Signature,sedan,automatic,1lnlm82w5ny705589,wi,3.0,55099.0,white,gray,napletons hyundai of aurora,725.0,1000.0,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
