,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
7732,1996,ford,taurus,gl,,automatic,1falp5211tg267726,ca,,117597.0,red,—,concord honda,600.0,250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
30004,1996,Chevrolet,Blazer,LT,SUV,automatic,1gndt13wxt2103568,ut,1.0,214249.0,black,brown,purple heart services inc,750.0,300.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
30006,1996,,,,,,4m2dv11w1tdj17685,ca,,149684.0,,,santa monica motor cars,400.0,650.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
30007,1996,Chevrolet,Lumina,Base,Sedan,automatic,2g1wl52m7t1142927,ne,,159154.0,gray,gray,woodhouse nissan inc,350.0,800.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
30008,1996,Chrysler,Cirrus,LX,Sedan,automatic,1c3ej56h7tn284509,wa,,142923.0,red,gray,nw financial,500.0,800.0,Wed Dec 17 2014 13:35:00 GMT-0800 (PST)
30009,1996,Chevrolet,Blazer,LS,SUV,automatic,1gndt13w4t2175172,wi,,174303.0,green,tan,lynchs horter chevrolet,750.0,700.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
30010,1996,Honda,Accord,LX,Sedan,automatic,1hgcd5631ta071188,mo,,222128.0,silver,—,tumminia mazda,700.0,700.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
30012,1996,Cadillac,Eldorado,Base,Coupe,,1g6el12y3tu619553,va,,199746.0,white,—,sheehy nissan,550.0,400.0,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
30013,1996,Cadillac,DeVille,Base,Sedan,automatic,1g6kd52y9tu291787,mi,,209080.0,white,beige,cueter chrysler jeep dodge llc,275.0,650.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
30014,1996,Ford,Taurus,GL,Sedan,,1falp52u6tg261544,il,,104688.0,gray,—,ray chevrolet inc,575.0,650.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
30015,1996,Honda,Accord,LX,Sedan,automatic,1hgcd5630ta099869,tx,2.0,200731.0,—,gray,improved credit lending,775.0,400.0,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
30016,1996,ford,thunderbird,lx,,automatic,1falp62w8th139740,az,,135063.0,blue,gray,coronado auto repair and sales,575.0,550.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
30017,1996,dodge,ram,1500 4x2,,automatic,3b7hc13z0tg142777,fl,,127047.0,green,gray,the fifth gear llc,1400.0,1200.0,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
30018,1996,Mazda,B-Series Pickup,B2300,Regular Cab,automatic,4f4cr12a5ttm27280,ga,1.0,92348.0,purple,gray,the salvation army,1275.0,1200.0,Tue Jan 06 2015 13:10:00 GMT-0800 (PST)
30019,1996,Mercedes-Benz,E-Class,E320,Sedan,automatic,wdbjf55f8tj013346,pa,,182809.0,black,beige,rolls auto sales,925.0,1000.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
30020,1996,Chrysler,Cirrus,LX,Sedan,automatic,1c3ej56h6tn111211,mi,,1.0,green,tan,cueter chrysler jeep dodge llc,1125.0,500.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
30021,1996,Honda,Accord,EX,Sedan,automatic,1hgcd5655ta048448,fl,,233419.0,green,gray,josh auto sales corp,675.0,550.0,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
30023,1996,Mercury,Sable,LS,Sedan,,1melm53s2ta635102,va,,71806.0,black,—,c l hyman auto wholesale of virginia inc,525.0,900.0,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
30024,1996,Lexus,LS 400,Base,Sedan,automatic,jt8bh22f6t0056980,wa,,205750.0,green,beige,west hills chrysler jeep,1550.0,1300.0,Wed Dec 17 2014 13:05:00 GMT-0800 (PST)
30025,1996,Mercury,Grand Marquis,GS,Sedan,automatic,2melm74w3tx640992,il,,106877.0,gray,—,phillips chevrolet inc,725.0,850.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
30027,1996,Mercedes-Benz,C-Class,C220,Sedan,automatic,wdbha22e3tf417777,ca,,221968.0,black,—,california fleet inc,575.0,750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
30028,1996,Cadillac,DeVille,Base,Sedan,,1g6kd52y0tu249301,az,1.0,1.0,blue,black,auto action,1700.0,425.0,Wed Dec 31 2014 11:00:00 GMT-0800 (PST)
30029,1996,Mercury,Grand Marquis,LS,Sedan,automatic,2melm75w6tx684662,fl,,141228.0,white,red,daytona toyota,800.0,1300.0,Wed Dec 17 2014 15:00:00 GMT-0800 (PST)
30030,1996,Jeep,Cherokee,Country,SUV,automatic,1j4fj78s5tl185469,ny,2.0,199878.0,white,gray,healey hyundai inc,1000.0,300.0,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
30031,1996,Mercedes-Benz,E-Class,E320,Sedan,automatic,wdbjf55f9tj002582,pr,2.0,1.0,white,gray,select remarketing group llc/anderson financial,2100.0,300.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
30033,1996,Ford,Contour,GL,Sedan,automatic,1falp6538tk226901,la,,81587.0,gold,—,giles nissan,525.0,175.0,Thu Dec 18 2014 10:30:00 GMT-0800 (PST)
30034,1996,Honda,Civic,EX,Sedan,automatic,2hgej8640th505453,nj,2.0,191933.0,black,gray,r k chevrolet inc,550.0,1200.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
30035,1996,Ford,Ranger,XLT,Extended Cab,manual,1ftcr14a0tpb42078,oh,,136832.0,burgundy,gray,select remarketing group llc/midwest title loans,1050.0,300.0,Thu Dec 18 2014 09:00:00 GMT-0800 (PST)
30036,1996,Ford,Explorer,XLT,SUV,automatic,1fmdu34x7tub75997,va,2.0,94792.0,burgundy,gray,titlemax/woodbridge va3,1050.0,400.0,Thu Dec 18 2014 11:50:00 GMT-0800 (PST)
30037,1996,,,,,automatic,1b4gp54l6tb437714,nv,,139023.0,blue,—,budget rent a car & sales,800.0,750.0,Thu Dec 18 2014 11:45:00 GMT-0800 (PST)
30038,1996,Mercury,Sable,LS,Sedan,automatic,1melm53s9ta626655,tx,,142502.0,black,tan,black auto and motorcycle corp.,325.0,300.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
30039,1996,Ford,Taurus,GL,Sedan,automatic,1falp52u4ta317127,va,1.0,139449.0,green,beige,dt inventory,525.0,325.0,Thu Dec 18 2014 11:50:00 GMT-0800 (PST)
30040,1996,Lexus,LS 400,Base,Sedan,automatic,jt8bh22f2t0054529,ga,3.0,99189.0,gold,tan,germain lexus,2475.0,3700.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
30041,1996,Honda,Accord,EX,Sedan,automatic,1hgcd5659ta124558,tx,,199080.0,green,tan,hunter car biz,750.0,1500.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
30042,1996,Jeep,Grand Cherokee,Laredo,SUV,,1j4gz58sxtc211551,az,2.0,218532.0,white,gray,auto action,850.0,500.0,Wed Jan 28 2015 03:00:00 GMT-0800 (PST)
30044,1996,Chevrolet,Tahoe,LT,SUV,automatic,1gnek13r1tj330638,nv,,231385.0,green,—,buckaroo auto sales,650.0,600.0,Thu Dec 18 2014 11:45:00 GMT-0800 (PST)
30045,1996,,,,,automatic,2b4fp2536tr714792,wi,,156015.0,white,gray,wilde honda,650.0,325.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
30046,1996,Lincoln,Town Car,Signature,Sedan,automatic,1lnlm82w1ty606331,az,1.0,240957.0,silver,beige,cash time title loans,450.0,400.0,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
30047,1996,Isuzu,Rodeo,LS,SUV,automatic,4s2cm58v5t4330572,ut,,140523.0,black,—,larry h. miller toyota,550.0,600.0,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
30048,1996,Buick,LeSabre,Custom,Sedan,,1g4hp52k0th418182,pa,1.0,72878.0,white,black,hertz remarketing,1075.0,500.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
30049,1996,Nissan,200SX,SE,Coupe,automatic,1n4ab42d1tc522974,il,,207185.0,red,—,ray chevrolet inc,550.0,300.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
30050,1996,Honda,Civic,EX,Coupe,manual,1hgej8141tl076558,tx,1.0,221324.0,black,gray,purple heart,675.0,300.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
30051,1996,Infiniti,I30,Base,Sedan,automatic,jnkca21d7tt020769,tx,,181649.0,black,black,lute riley honda,675.0,450.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
30052,1996,Ford,Taurus,GL,Sedan,automatic,1falp52u5tg317036,ny,,198245.0,silver,gray,fuccillo kia,525.0,350.0,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
30053,1996,Chrysler,Sebring,JXi,Convertible,automatic,3c3el55hxtt261656,fl,,1.0,green,gray,off lease only inc,1525.0,400.0,Thu Dec 18 2014 10:35:00 GMT-0800 (PST)
30054,1996,Ford,F-150,XL,Regular Cab,,1ftef15yxtlb99747,va,2.0,185860.0,white,blue,fleet lease disposal,1150.0,1100.0,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
30055,1996,Honda,Accord,LX,Sedan,automatic,1hgcd5633ta013874,wi,,115735.0,black,gray,wilde honda,725.0,350.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
30056,1996,Acura,TL,2.5 Premium,Sedan,automatic,jh4ua2650tc004788,ny,,166582.0,green,tan,denooyer chevrolet inc,575.0,750.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
30057,1996,Honda,Civic,LX,Sedan,automatic,2hgej667xth547868,nj,2.0,167059.0,silver,gray,american bodywork & collision,850.0,800.0,Wed Feb 11 2015 04:00:00 GMT-0800 (PST)
30058,1996,Chrysler,Sebring,JXi,Convertible,automatic,3c3el55h5tt303053,va,2.0,209962.0,green,tan,dt inventory,475.0,325.0,Thu Dec 18 2014 11:50:00 GMT-0800 (PST)
30059,1996,Mazda,Protege,DX,Sedan,automatic,jm1bb1418t0306458,fl,1.0,140882.0,green,gray,purple heart services inc,625.0,400.0,Thu Dec 18 2014 12:50:00 GMT-0800 (PST)
30061,1996,Honda,Accord,EX,Sedan,manual,1hgcd5658ta283930,tx,,189132.0,white,—,jack key motor co of alamogordo llc,750.0,600.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
30062,1996,Honda,Civic,LX,Sedan,,1hgej667xtl031836,tx,,125412.0,blue,—,frank kent honda,975.0,1700.0,Fri Dec 19 2014 11:00:00 GMT-0800 (PST)
30063,1996,Lexus,SC 300,Base,Coupe,automatic,jt8cd32z7t0033496,fl,1.0,1.0,white,tan,vip one imports inc,1925.0,400.0,Thu Jan 22 2015 09:00:00 GMT-0800 (PST)
30065,1996,Chevrolet,Lumina,Base,Sedan,,2g1wl52m5t1140111,pa,,85550.0,white,—,shults ford inc,600.0,600.0,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
30066,1996,Chevrolet,Lumina,Base,Sedan,automatic,2g1wl52mxt9219419,oh,1.0,173671.0,blue,gray,select remarketing group llc/loan max title,375.0,350.0,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
30067,1996,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4ez58sxtc109237,tx,,236572.0,black,gray,mission chevrolet ltd,225.0,600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
30068,1996,Cadillac,DeVille,Base,Sedan,automatic,1g6kd52y1tu267211,az,,92956.0,red,beige,four seasons motor company llc,1100.0,1100.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
30070,1996,ford,windstar,fwd gl,,automatic,2fmda5145tbc55416,il,,126896.0,blue,—,ray chevrolet inc,625.0,700.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
30071,1996,Chevrolet,C/K 1500 Series,Cheyenne,Extended Cab,automatic,1gcec19m2te199181,tx,,290688.0,blue,blue,jerry durant toyota,625.0,1100.0,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
30072,1996,Chevrolet,Tahoe,LT,SUV,automatic,1gnek13rxtj304197,nv,,237361.0,white,—,low book sales,900.0,200.0,Thu Dec 18 2014 11:45:00 GMT-0800 (PST)
30073,1996,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gz58s3tc404320,il,,148914.0,gold,—,fields jeep inc,800.0,1100.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
30075,1996,Chevrolet,Blazer,LS,SUV,automatic,1gndt13w9t2308525,az,,124601.0,blue,—,chapman honda,1075.0,850.0,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
30076,1996,Chevrolet,Impala,SS,Sedan,automatic,1g1bl52p4tr114616,nc,2.0,85208.0,purple,gray,myrddin fleet services,6600.0,5900.0,Tue Dec 23 2014 09:15:00 GMT-0800 (PST)
30077,1996,Buick,Regal,Custom,Sedan,automatic,2g4wb52k3t1400428,mn,,129998.0,green,gray,valley buick gmc of hastings,800.0,400.0,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
30080,1996,jeep,grand,cherokee limited,,automatic,1j4gz78y5tc313663,nj,,214674.0,black,—,dream cars by bussinger ltd,475.0,550.0,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
30081,1996,Chevrolet,Tahoe,LT,SUV,automatic,1gnek13r4tj417143,wa,3.0,178591.0,blue,blue,northwest motorsport,1025.0,700.0,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
30082,1996,Honda,Accord,25th Anniversary,Sedan,automatic,1hgcd5687ta115674,oh,,183450.0,black,tan,select remarketing group llc/midwest title loans,575.0,250.0,Thu Dec 18 2014 09:00:00 GMT-0800 (PST)
30084,1996,BMW,3 Series,328is,Coupe,automatic,wbabg2328tet30308,nv,2.0,172273.0,black,—,titlemax/las vegas nv36,1175.0,450.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
30085,1996,Dodge,Ram Pickup 1500,ST,Extended Cab,automatic,3b7hc13y3tg104273,fl,,253312.0,green,—,wilson's auto mall inc,700.0,1400.0,Wed Dec 17 2014 16:31:00 GMT-0800 (PST)
30086,1996,Ford,Mustang,Base,Coupe,automatic,1falp4040tf182227,tx,,110519.0,red,—,jes lo auto sales,625.0,1500.0,Fri Dec 19 2014 10:00:00 GMT-0800 (PST)
30087,1996,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gz58s2tc262915,nv,2.0,220727.0,red,—,titlemax/las vegas nv23,325.0,450.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
30088,1996,Chevrolet,Impala,SS,Sedan,automatic,1g1bl52p6tr121292,nv,,159017.0,burgundy,—,acura of las vegas,3075.0,1700.0,Thu Dec 18 2014 11:45:00 GMT-0800 (PST)
30089,1996,Cadillac,DeVille,Base,Sedan,,1g6kd52y0tu248505,tx,,178689.0,red,—,titlemax/desoto tx1,450.0,350.0,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
30090,1996,BMW,Z3,1.9,Convertible,automatic,4usch7320tlb69317,nc,2.0,104976.0,blue,tan,primeritus remarketing/cci,2225.0,2100.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
30091,1996,Nissan,Truck,Base,Regular Cab,manual,1n6sd11s3tc315846,va,2.0,125071.0,green,gray,purple heart,1325.0,600.0,Thu Dec 18 2014 11:50:00 GMT-0800 (PST)
30093,1996,Toyota,Avalon,XL,Sedan,automatic,4t1bf12b1tu073513,tx,,168722.0,white,tan,jerry durant toyota,1100.0,1200.0,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
30095,1996,Toyota,Camry,LE,Sedan,automatic,4t1bg12k6tu947495,tx,1.0,181207.0,black,tan,the hertz corporation,875.0,550.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
30096,1996,Nissan,Altima,GXE,Sedan,automatic,1n4bu31d0tc191718,il,,150014.0,black,—,sherman dodge,675.0,400.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
30098,1996,Toyota,Camry,XLE V6,Sedan,automatic,4t1bf12k2tu873933,il,,173038.0,black,—,orland toyota inc,725.0,1000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
30100,1996,Nissan,Pathfinder,XE,SUV,automatic,jn8ar05s7tw042840,az,,231377.0,red,black,cardinale automotive group arizona inc,525.0,450.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
30106,1996,subaru,legacy,outback,,automatic,4s3bg6854t7976883,wa,2.0,210549.0,blue,blue,robert larson's hyundai,750.0,1100.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
30107,1996,Toyota,Corolla,DX,Wagon,,jt2eb02e0t0108768,wa,3.0,202854.0,red,tan,donate for charity,1175.0,425.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
30112,1996,Toyota,Camry,LE,Sedan,automatic,4t1bg12k8tu733656,fl,,142511.0,white,gray,gettel hyundai,1025.0,1100.0,Thu Dec 18 2014 16:10:00 GMT-0800 (PST)
30115,1996,Toyota,Camry,LE,Sedan,automatic,4t1bg12k9tu770909,nc,1.0,220965.0,gold,gray,dt inventory,675.0,500.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
30117,1996,Toyota,Camry,LE,Sedan,,4t1bg12k2tu786319,mn,,211564.0,green,—,luther white bear acura,750.0,700.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
30118,1996,Nissan,Maxima,SE,Sedan,automatic,jn1ca21d3tt100509,fl,,89943.0,white,black,jupiter auto exchange inc,850.0,1400.0,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
30119,1996,Toyota,Camry,LE,Sedan,automatic,jt2bg12k3t0390856,ca,,238543.0,green,tan,jim enterprises auto sales inc,675.0,500.0,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
30122,1996,Toyota,Camry,LE,Sedan,automatic,4t1bg12k9tu712251,ma,3.0,175720.0,black,gray,boch honda west,900.0,500.0,Thu Dec 18 2014 18:30:00 GMT-0800 (PST)
30123,1996,Nissan,Maxima,SE,Sedan,,jn1ca21d0tm410689,in,,108942.0,black,—,patches enterprises ltd,800.0,2950.0,Thu Dec 18 2014 10:10:00 GMT-0800 (PST)
30124,1996,Toyota,Camry,XLE V6,Sedan,automatic,4t1bf12k6tu125279,il,,96238.0,black,—,grossinger honda,1000.0,1250.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
30125,1996,Toyota,4Runner,Limited,SUV,,jt3hn87r6t0023010,nc,1.0,232019.0,silver,beige,dt inventory,1400.0,1700.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
30127,1996,Pontiac,Firebird,Base,Hatchback,automatic,2g2fs22k8t2206303,fl,,177880.0,black,black,regal pontiac inc,650.0,400.0,Wed Dec 17 2014 15:35:00 GMT-0800 (PST)
30130,1996,Toyota,Corolla,Base,Sedan,automatic,2t1ba02e5tc112706,fl,,103915.0,green,gray,crown buick gmc,1000.0,1300.0,Thu Dec 18 2014 16:50:00 GMT-0800 (PST)
30131,1996,Saturn,S-Series,SL1,Sedan,automatic,1g8zh5288tz100700,tx,,159334.0,red,—,mission chevrolet ltd,500.0,600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
30132,1996,Pontiac,Bonneville,SE,Sedan,,1g2hx52kxt4247568,il,,104780.0,silver,—,orland toyota inc,750.0,1800.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
30135,1996,Toyota,Tacoma,Base,Extended Cab,manual,4tawm72n2tz114755,mn,,198292.0,gold,tan,cortin motors,1425.0,2900.0,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
30136,1996,Nissan,Altima,XE,Sedan,,1n4bu31d1tc182185,il,,136654.0,burgundy,—,signature auto enterprises inc,700.0,350.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
30137,1996,Nissan,Maxima,SE,Sedan,automatic,jn1ca21d0tt169173,va,2.0,294067.0,beige,tan,purple heart,275.0,325.0,Thu Dec 18 2014 11:50:00 GMT-0800 (PST)
30138,1996,Toyota,Avalon,XL,Sedan,automatic,4t1bf12b0tu075673,ut,1.0,221500.0,white,beige,axcess financial,800.0,300.0,Wed Jan 14 2015 05:00:00 GMT-0800 (PST)
30139,1996,Toyota,Avalon,XL,Sedan,automatic,4t1bf12b0tu124807,wi,,187859.0,beige,tan,wilde honda,1025.0,600.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
30143,1996,Pontiac,Firebird,Base,Hatchback,automatic,2g2fs22kxt2208070,ma,,148896.0,red,gray,auto drive one,850.0,500.0,Thu Dec 18 2014 18:30:00 GMT-0800 (PST)
30147,1996,Nissan,Altima,XE,Sedan,automatic,1n4bu31d2tc179912,tx,,206805.0,white,tan,autonation ford arlington,425.0,650.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
30151,1996,Toyota,4Runner,SR5,SUV,automatic,jt3hn86r1t0038791,il,,256043.0,black,—,rock chevrolet,1575.0,950.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
30154,1996,Nissan,Maxima,SE,Sedan,,jn1ca21d0tt175796,az,,318852.0,white,—,tio rico te ayuda-anfs inc,200.0,500.0,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
30155,1996,subaru,legacy,outback,,automatic,4s3bg6851t7971740,az,,139755.0,green,gray,findlay toyota flagstaff,875.0,800.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
30157,1996,Nissan,Pathfinder,XE,SUV,automatic,jn8ar05s1tw045779,fl,2.0,163349.0,black,tan,palm beach auto collection inc,1475.0,700.0,Tue Jan 06 2015 01:00:00 GMT-0800 (PST)
30159,1996,Toyota,Corolla,DX,Sedan,automatic,1nxbb02e6tz355047,nv,2.0,216853.0,gold,—,titlemax/las vegas nv29,950.0,500.0,Wed Dec 31 2014 11:00:00 GMT-0800 (PST)
30165,1996,Toyota,Camry,LE,Sedan,automatic,jt2bg12k9t0364374,ne,,133817.0,beige,tan,woodhouse nissan inc,1050.0,1700.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
41296,1996,Chrysler,Sebring,JXi,Convertible,automatic,3c3el55h8tt305203,tx,1.0,1.0,burgundy,gray,pm standley motorcars,1775.0,550.0,Tue Feb 03 2015 03:00:00 GMT-0800 (PST)
41304,1996,Honda,Civic,EX,Coupe,manual,1hgej814xtl060780,fl,,366622.0,silver,gray,301 legacy auto llc,650.0,600.0,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
